id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_above,sqft_basement,yr_built,lat,long,sqft_living15
9822700295,20140512T000000,885000,4,2.5,2830,5000,2,3,9,2830,0,1995,47.6597,-122.29,1950
9478500640,20140819T000000,292500,4,2.5,2250,4495,2,3,7,2250,0,2008,47.3663,-122.114,2250
2799800710,20150407T000000,301000,3,2.5,2420,4750,2,3,8,2420,0,2003,47.3663,-122.122,2690
7922800400,20140827T000000,951000,5,3.25,3250,14342,2,4,8,3250,0,1968,47.588,-122.116,2960
8079040320,20150223T000000,430000,4,3,1850,9976,2,3,8,1850,0,1991,47.5059,-122.149,2270
1516000055,20141210T000000,650000,3,2.25,2150,21235,1,4,8,1590,560,1959,47.4336,-122.339,2570
9558200045,20140828T000000,289000,3,1.75,1260,8400,1,3,7,1260,0,1954,47.4366,-122.335,1290
5072410070,20141021T000000,505000,3,1.75,2519,8690,2,5,8,2519,0,1973,47.4428,-122.344,2500
9528102996,20141207T000000,549000,3,1.75,1540,1044,3,3,8,1540,0,2014,47.6765,-122.32,1580
1189001180,20140603T000000,425000,3,2.25,1660,6000,1,3,7,1110,550,1979,47.6113,-122.297,1440
3253500160,20141120T000000,317625,3,2.75,2770,3809,1.5,5,7,1770,1000,1925,47.5747,-122.304,1440
3394100030,20140909T000000,975000,4,2.5,2720,11049,2,3,10,2720,0,1989,47.5815,-122.192,2750
3717000160,20141009T000000,287000,4,2.5,2240,4648,2,3,7,2240,0,2005,47.3378,-122.257,2221
1274500060,20140825T000000,204000,3,1,1000,12070,1,4,7,1000,0,1968,47.3621,-122.11,1010
1802000060,20140612T000000,1.33E+06,5,2.25,3200,20158,1,3,8,1600,1600,1965,47.6303,-122.215,3390
1525059190,20140912T000000,1.04E+06,5,3.25,4770,50094,1,4,11,3070,1700,1973,47.6525,-122.16,3530
1049000060,20150105T000000,325000,3,2,1260,5612,1,4,7,1260,0,1972,47.7362,-122.179,1640
8820901275,20140610T000000,571000,4,2,2750,7807,1.5,5,7,2250,500,1916,47.7168,-122.287,1510
5416510140,20140710T000000,360000,4,2.5,2380,5000,2,3,8,2380,0,2005,47.3608,-122.036,2420
3444100400,20150316T000000,349000,3,1.75,1790,50529,1,5,7,1090,700,1965,47.3511,-122.073,1940
3276920270,20141105T000000,832500,4,4,3430,35102,2,4,10,2390,1040,1986,47.5822,-121.987,3240
4036801170,20141013T000000,380000,4,1.75,1760,7300,1,3,7,880,880,1956,47.6034,-122.125,1680
2391600320,20150420T000000,480000,3,1,1040,5060,1,3,7,1040,0,1941,47.5636,-122.394,890
6300000287,20140609T000000,410000,3,1,1410,5060,1,4,7,910,500,1956,47.7073,-122.34,1130
1531000030,20150323T000000,720000,4,2.5,3450,39683,2,3,10,3450,0,2002,47.342,-122.025,3350
5104520400,20141202T000000,390000,3,2.5,2350,5100,2,3,8,2350,0,2003,47.3512,-122.008,2350
7437100340,20141222T000000,360000,4,2.5,1900,5889,2,3,7,1900,0,1992,47.349,-122.031,1870
9418400240,20141028T000000,355000,2,1,2020,6720,1,3,7,1010,1010,1948,47.5474,-122.291,1720
1523059105,20150128T000000,356000,3,1.5,1680,8712,1,3,8,1680,0,1964,47.4811,-122.149,1850
1133000671,20140602T000000,315000,3,1,960,6634,1,3,6,960,0,1952,47.7264,-122.31,1570
4232902595,20141114T000000,940000,3,1.5,2140,3600,2,3,9,1900,240,1925,47.6337,-122.365,2020
2599001200,20141103T000000,305000,5,2.25,2660,8400,1.5,5,7,2660,0,1961,47.2909,-122.189,1590
3342103156,20140618T000000,461000,3,3.25,2770,6278,2,3,9,1980,790,2006,47.5228,-122.199,1900
1332700270,20140519T000000,215000,2,2.25,1610,2040,2,4,7,1610,0,1979,47.518,-122.194,1950
3869900162,20140904T000000,335000,2,1.75,1030,1066,2,3,7,765,265,2006,47.5394,-122.387,1030
2791500270,20140522T000000,243500,4,2.5,1980,7403,2,3,7,1980,0,1988,47.2897,-122.372,1980
5036300431,20150311T000000,1.10E+06,5,2.75,3520,6353,2,4,10,3520,0,2001,47.6506,-122.391,2520
4168000060,20150226T000000,153000,3,1,1200,10500,1,3,7,1200,0,1962,47.322,-122.351,1350
6021501535,20140725T000000,430000,3,1.5,1580,5000,1,3,8,1290,290,1939,47.687,-122.386,1570
6021501535,20141223T000000,700000,3,1.5,1580,5000,1,3,8,1290,290,1939,47.687,-122.386,1570
1483300570,20140908T000000,905000,4,2.5,3300,10250,1,3,7,2390,910,1946,47.5873,-122.249,1950
3422049190,20150330T000000,247500,3,1.75,1960,15681,1,3,7,1960,0,1967,47.3576,-122.277,1750
1099611230,20140912T000000,199000,4,1.5,1160,6400,1,4,7,1160,0,1975,47.3036,-122.378,1160
722079104,20140711T000000,314000,3,1.75,1810,41800,1,5,7,1210,600,1980,47.4109,-121.958,1650
7338200240,20140516T000000,437500,3,2.5,2320,36847,2,3,9,2320,0,1992,47.4838,-121.714,2550
1952200240,20140611T000000,850830,3,2.5,2070,13241,1.5,5,9,1270,800,1910,47.6415,-122.315,2200
5200100125,20141027T000000,555000,3,2,1980,3478,1.5,4,7,1440,540,1929,47.6775,-122.372,1610
7214720075,20141212T000000,699950,3,2.25,2190,107593,2,4,8,2190,0,1983,47.7731,-122.08,2570
2450000295,20141007T000000,1.09E+06,3,2.5,2920,8113,2,3,8,2920,0,1950,47.5814,-122.196,2370
6197800045,20140924T000000,290000,3,1,1210,33919,1,3,7,1210,0,1954,47.4375,-122.184,1640
1328310370,20150402T000000,375000,3,2.5,2340,10005,1,4,8,1460,880,1978,47.4431,-122.133,2250
546000875,20140523T000000,460000,3,1,1670,4005,1.5,4,7,1170,500,1939,47.6878,-122.38,1240
3530510041,20140723T000000,188500,2,1.75,1240,2493,1,4,8,1240,0,1985,47.3813,-122.322,1270
1853000400,20150305T000000,680000,4,2.5,3140,28037,2,4,10,3140,0,1991,47.7304,-122.082,2990
3134100116,20140827T000000,470000,5,1.75,2030,12342,2,4,7,2030,0,1942,47.6417,-122.109,2500
9545230140,20140725T000000,597750,4,2.5,2310,9624,2,3,8,2310,0,1984,47.5386,-122.053,1940
3362400511,20150304T000000,570000,3,1.75,1260,3328,1,5,6,700,560,1905,47.6823,-122.349,1380
2525310310,20140916T000000,272500,3,1.75,1540,12600,1,4,7,1160,380,1980,47.3624,-122.031,1540
6126500060,20141124T000000,329950,3,1.75,2080,5969,1,3,7,1080,1000,1971,47.5474,-122.295,2090
8961960160,20141028T000000,480000,4,2.5,3230,16171,2,3,9,2520,710,2001,47.3183,-122.253,2640
3626039325,20141121T000000,740500,3,3.5,4380,6350,2,3,8,2780,1600,1900,47.6981,-122.368,1830
3362400431,20140626T000000,518500,3,3.5,1590,1102,3,3,8,1590,0,2010,47.6824,-122.347,1620
4060000240,20140623T000000,205425,2,1,880,6780,1,4,6,880,0,1945,47.5009,-122.248,1190
3454800060,20150108T000000,171800,4,2,1570,9600,1,3,6,1570,0,1950,47.4965,-122.303,1880
1695900060,20150511T000000,535000,4,1,1610,2982,1.5,4,7,1610,0,1925,47.587,-122.294,1610
7278700070,20150102T000000,660000,3,2.5,2400,6474,1,3,8,1560,840,1964,47.7728,-122.386,2340
6675500070,20141119T000000,391500,3,2,1450,9132,1,3,7,1450,0,1987,47.7288,-122.226,1580
3626039187,20150406T000000,395000,2,1,770,6000,1,3,6,770,0,1953,47.6999,-122.364,1710
3524049083,20141104T000000,445000,4,1.75,2100,4400,1.5,5,7,1720,380,1924,47.5299,-122.266,1850
3275860240,20140618T000000,770000,3,2.25,2910,10204,2,3,9,2910,0,1990,47.6897,-122.098,2700
4389200955,20150302T000000,1.45E+06,4,2.75,2750,17789,1.5,3,8,1980,770,1914,47.6141,-122.212,3060
4058801670,20140717T000000,445000,3,2.25,2100,8201,1,3,8,1620,480,1967,47.5091,-122.244,2660
8732020310,20140717T000000,260000,4,2.25,2160,8811,1,3,8,1360,800,1978,47.3129,-122.39,2090
2331300505,20140613T000000,822500,5,3.5,2320,4960,2,5,7,1720,600,1926,47.6763,-122.352,1700
7853210060,20150406T000000,430000,4,2.5,2070,4310,2,3,7,2070,0,2004,47.5319,-121.85,1970
3668000070,20150105T000000,212000,3,1.75,1060,7875,1,4,7,1060,0,1986,47.2761,-122.152,1420
9545240070,20150428T000000,660500,4,2.25,2010,9603,1,3,8,1440,570,1986,47.5343,-122.054,2060
1243100136,20140612T000000,784000,3,3.5,3950,111078,1.5,3,9,2460,1490,1989,47.697,-122.072,2480
8929000270,20140512T000000,453246,3,2.5,2010,2287,2,3,8,1390,620,2014,47.5517,-121.998,1690
2767602356,20150126T000000,675000,4,3.5,2140,2278,3,3,9,2140,0,2005,47.6734,-122.38,1540
921049315,20140813T000000,199000,3,1.75,1320,17390,1,4,7,1320,0,1956,47.3257,-122.296,1550
3655000070,20140805T000000,220000,4,1.75,2020,7840,1,3,7,1010,1010,1968,47.3309,-122.299,1750
4027700812,20140529T000000,452000,4,2.25,2590,10002,1,4,8,1340,1250,1968,47.7689,-122.266,1550
3992700335,20140707T000000,382500,2,1,1190,4440,1,3,6,1190,0,1981,47.7135,-122.287,1060
2767603505,20140507T000000,519950,3,2.25,1170,1249,3,3,8,1170,0,2014,47.6722,-122.381,1350
4232901525,20140627T000000,665000,2,1,1110,3200,1,3,7,1110,0,1925,47.6338,-122.358,1170
1777500060,20140708T000000,527700,5,2.5,2820,9375,1,4,8,1550,1270,1968,47.5707,-122.128,2820
1432900240,20150508T000000,205000,3,1,1610,8579,1,4,7,1010,600,1962,47.4563,-122.171,1610
6140100875,20150415T000000,420000,3,1,1060,8097,1,4,7,940,120,1923,47.7144,-122.351,1560
6071600370,20150227T000000,500000,4,2.25,2030,8517,1,4,8,1380,650,1961,47.5495,-122.174,2230
1526069017,20141203T000000,921500,4,2.5,3670,315374,2,4,9,3670,0,1994,47.7421,-122.026,2840
809001525,20140625T000000,890000,4,1,2550,4000,2,3,8,2370,180,1905,47.6354,-122.353,2200
3224079105,20140806T000000,430000,2,2.5,2420,60984,2,3,7,2420,0,2007,47.5262,-121.943,1940
8075400570,20141030T000000,258000,5,2,2260,12500,1,4,8,1130,1130,1960,47.3887,-122.286,1360
1994200024,20141104T000000,511000,3,1,1430,3455,1,3,7,980,450,1947,47.6873,-122.336,1450
3362900810,20140820T000000,532170,3,2,1360,3090,2,3,8,1360,0,1990,47.6838,-122.353,1500
1324300398,20150409T000000,560000,3,1,1110,5000,1.5,3,7,1110,0,1947,47.655,-122.359,1420
537000445,20150331T000000,282950,3,1,1250,8200,1,4,7,1250,0,1954,47.3255,-122.304,1680
7855801670,20150401T000000,2.25E+06,4,3.25,5180,19850,2,3,12,3540,1640,2006,47.562,-122.162,3160
7920100045,20140516T000000,350000,1,1,700,5100,1,3,7,700,0,1942,47.679,-122.3,1010
8960000030,20140728T000000,215000,3,1,1180,7669,1,4,7,1180,0,1967,47.4479,-122.176,1190
6388930390,20141120T000000,650000,5,3.5,3960,25245,2,3,9,2500,1460,1996,47.525,-122.172,2640
8731900200,20140807T000000,320000,4,2.75,2640,7500,1,3,8,1620,1020,1967,47.3135,-122.369,1980
8029200135,20141113T000000,247000,3,2,1270,7198,1.5,3,7,1270,0,1916,47.2086,-121.996,1160
1081200350,20141003T000000,320000,4,1.75,1760,11180,1,4,8,1760,0,1968,47.4715,-122.118,1730
84000105,20140507T000000,255000,5,2.25,2060,8632,1,3,7,1030,1030,1962,47.4877,-122.335,1010
3756500060,20150309T000000,438000,3,1.75,1780,9660,1,3,7,1780,0,1962,47.7171,-122.193,1200
7215720160,20150304T000000,900000,3,2.5,3400,16603,2,3,10,3400,0,2000,47.6012,-122.023,3400
3574800520,20140620T000000,441000,3,2.75,1910,7280,1,3,7,1160,750,1979,47.7319,-122.224,1710
2617300160,20140812T000000,420000,3,2,2020,38332,1,4,7,1010,1010,1975,47.4582,-122.023,2110
2558660270,20141208T000000,370000,3,1.75,1580,7000,1,3,7,1180,400,1976,47.7209,-122.168,1640
2009000370,20150219T000000,269950,2,1.75,1340,7250,1,5,5,700,640,1949,47.408,-122.327,1830
1836980160,20150324T000000,807100,4,2.5,2680,4499,2,3,9,2680,0,1999,47.565,-122.125,2920
3261020370,20140605T000000,653000,3,2.5,2680,9750,1,4,8,1610,1070,1979,47.7028,-122.231,2480
1755700060,20140611T000000,371500,3,2,1370,8336,1,5,7,1370,0,1964,47.7458,-122.331,1770
4330600435,20150316T000000,284000,3,1.75,1560,21000,1,3,7,1560,0,1954,47.4776,-122.337,1070
9542800700,20150102T000000,272000,3,1.75,2160,7140,1,4,7,1670,490,1978,47.3026,-122.374,1930
1999700045,20140502T000000,313000,3,1.5,1340,7912,1.5,3,7,1340,0,1955,47.7658,-122.339,1480
1762600070,20150116T000000,917500,4,2.5,3880,35003,2,3,10,2570,1310,1984,47.6477,-122.182,3740
1687900520,20140929T000000,673000,4,2.25,2590,8190,2,4,8,2590,0,1980,47.5619,-122.125,2260
7234600798,20150210T000000,425000,3,2.5,1120,1100,2,3,8,820,300,2008,47.6106,-122.31,1590
3881900445,20140709T000000,399950,5,2.75,1970,5400,1,3,7,1320,650,1986,47.5868,-122.308,1280
2254502445,20140530T000000,385000,3,1,1220,4800,1,3,6,1220,0,1901,47.6101,-122.307,1200
5437810320,20141117T000000,269950,3,1.5,1950,7560,1,4,7,1320,630,1975,47.1976,-121.999,1950
9158100075,20150107T000000,330000,2,1,1350,8220,1,3,7,1060,290,1949,47.7224,-122.358,1540
3830630310,20140725T000000,260000,3,2.5,1670,5797,2,3,7,1670,0,1988,47.3505,-122.179,1670
8123100045,20150414T000000,470000,4,3,2380,5125,1.5,4,7,1680,700,1925,47.5384,-122.376,1410
3127200041,20140613T000000,589000,4,3,2440,9600,2,5,7,2440,0,1961,47.7044,-122.2,2290
6661200320,20140723T000000,163500,2,1.5,1050,3419,2,3,7,1050,0,1996,47.3848,-122.039,1050
11510310,20140905T000000,835000,4,2.75,3130,13412,2,3,9,2140,990,1993,47.6993,-122.102,2260
825059270,20141121T000000,1.10E+06,5,3,4090,12850,1,4,10,2090,2000,1986,47.6627,-122.188,2540
8731951370,20150415T000000,269000,4,1.75,1490,10000,1,4,8,1100,390,1969,47.3099,-122.379,2190
1954440060,20140505T000000,560000,3,2.5,1900,8744,2,3,8,1900,0,1987,47.62,-122.043,2030
2264500350,20150418T000000,615000,4,1,1330,2400,1.5,4,6,1330,0,1901,47.65,-122.34,1330
1115810060,20141205T000000,585188,3,2.25,2230,10026,1,3,8,1430,800,1975,47.6647,-122.153,2230
9477200200,20140818T000000,305000,3,1.75,1650,9480,1,3,7,1220,430,1977,47.726,-122.191,1540
1432600560,20141105T000000,166950,3,1,1190,8820,1,3,6,1190,0,1959,47.4616,-122.184,1230
2287000060,20140912T000000,799000,3,2.5,2140,9897,1,4,8,2140,0,1959,47.5505,-122.219,2680
3663500060,20140625T000000,400000,3,2.5,2180,7508,1,4,7,1420,760,1962,47.7606,-122.336,1900
3996900125,20141201T000000,230000,3,1,1060,10228,1,3,7,1060,0,1948,47.7481,-122.3,1570
7796450200,20140515T000000,256883,3,2.5,1690,5025,2,3,8,1690,0,2003,47.2779,-122.347,2550
7549802535,20141111T000000,423000,4,2,1970,6480,1.5,5,7,1130,840,1920,47.5511,-122.312,1500
3278600320,20140723T000000,465000,3,2.5,2150,4084,2,3,8,2150,0,2007,47.5488,-122.372,1750
2824079053,20150113T000000,440000,3,2.5,1910,66211,2,3,7,1910,0,1997,47.5385,-121.911,2330
1222069094,20141014T000000,385000,3,1.75,1350,155073,1,4,7,1350,0,1969,47.4058,-121.994,1560
3542300060,20150311T000000,210000,3,1,860,11725,1,4,6,860,0,1943,47.5093,-122.184,1300
2222059065,20141112T000000,297000,3,2.5,1940,14952,2,3,8,1940,0,1994,47.3777,-122.165,2030
7551300060,20140716T000000,470000,3,1,1010,5000,1,3,7,1010,0,1952,47.675,-122.394,1680
100600550,20140804T000000,226500,3,1.5,1300,7370,1,4,7,900,400,1976,47.3025,-122.37,1430
3211100860,20150303T000000,274250,3,1,910,8450,1,4,6,910,0,1962,47.4787,-122.158,1400
3456000310,20140804T000000,840000,4,1.75,2480,11010,1,4,9,1630,850,1966,47.5378,-122.219,2770
9526600140,20140919T000000,677900,3,2.5,2440,4587,2,3,8,2440,0,2010,47.7073,-122.114,2750
7465900060,20150205T000000,425000,3,1,1010,5864,1,3,7,1010,0,1915,47.5733,-122.381,1290
1222000055,20141123T000000,180250,2,0.75,900,9600,1,3,6,900,0,1941,47.4604,-122.339,1250
6300000550,20140717T000000,464000,6,3,2300,3404,2,3,7,1600,700,1920,47.7067,-122.343,1560
2310030510,20150422T000000,320000,4,2.25,1550,7579,2,3,8,1550,0,1993,47.354,-122.047,1630
1025049114,20140717T000000,625504,3,2.25,1270,1566,2,3,8,1060,210,2014,47.6647,-122.284,1160
8677300550,20140515T000000,592500,4,2.5,2240,12032,1,3,9,2240,0,1983,47.6143,-122.017,2520
4014400292,20150114T000000,465000,3,2.5,2714,17936,2,3,9,2714,0,2005,47.3185,-122.275,2590
1102000196,20140527T000000,477000,4,2.75,1720,6270,2,3,8,1720,0,1978,47.5458,-122.268,2130
257000138,20150115T000000,280000,2,1,850,16400,1,3,6,850,0,1923,47.4889,-122.299,1100
46100204,20150221T000000,1.51E+06,5,3,3300,33474,1,3,9,1870,1430,1957,47.5673,-122.21,3836
1909600046,20140703T000000,445838,3,2.5,2250,5692,2,3,8,2250,0,2000,47.5133,-122.379,1320
1250202145,20140828T000000,1.07E+06,2,2.25,3900,14864,1,3,8,1950,1950,1947,47.5884,-122.291,2580
7611200125,20141023T000000,467000,2,1.5,1320,10800,1,4,8,1320,0,1947,47.7145,-122.367,2120
5611500140,20140822T000000,686000,4,2.5,2760,6440,2,3,10,2760,0,1999,47.5836,-122.026,3070
7138000260,20140605T000000,279950,3,2,1750,9750,1,3,7,1350,400,1961,47.398,-122.299,1900
626059335,20140904T000000,527000,4,2.25,2330,19436,2,3,8,2330,0,1987,47.7663,-122.215,1910
1922059282,20140918T000000,325000,3,2.25,2220,16020,1,4,8,1780,440,1966,47.3758,-122.217,2080
705700390,20140903T000000,328000,3,2.25,2020,8379,2,3,7,2020,0,1994,47.3828,-122.023,2020
7454001200,20140604T000000,390000,3,2.25,1250,7500,1,5,7,1250,0,1942,47.5123,-122.373,1280
8682281200,20150309T000000,479950,2,2,1510,6516,1,3,8,1510,0,2005,47.7076,-122.013,1640
7972000200,20140529T000000,264950,4,2.25,1720,9753,1,4,7,1120,600,1978,47.2922,-122.371,1510
722059070,20150115T000000,235000,3,1,1430,15246,1,4,7,980,450,1961,47.4075,-122.214,1960
7202340400,20150303T000000,516500,3,2.5,1480,4729,2,3,7,1480,0,2004,47.6794,-122.034,2250
8096000060,20150413T000000,655000,2,1.75,1450,15798,2,3,7,1230,220,1915,47.4497,-122.375,2030
2424000060,20140616T000000,500000,4,2.75,2280,15347,1,5,7,2280,0,1960,47.5218,-122.164,2280
9264902050,20141121T000000,315000,6,2.75,2940,7350,1,3,8,1780,1160,1978,47.3103,-122.339,2120
943100260,20141120T000000,213000,2,1,1000,10200,1,3,6,1000,0,1961,47.5687,-121.899,1150
3677400445,20140902T000000,475000,3,1.5,2480,5280,1.5,5,7,1620,860,1947,47.5575,-122.303,2090
1762600320,20140610T000000,1.03E+06,5,4,3760,28040,2,3,10,3760,0,1983,47.6489,-122.183,3430
4058000060,20150409T000000,416000,3,2,2220,94300,1,5,7,1640,580,1976,47.3459,-121.95,2070
7228500560,20150320T000000,410000,4,1,1970,4740,1.5,3,7,1670,300,1904,47.6136,-122.303,1510
326069104,20140701T000000,800000,3,3.5,3830,221284,2,3,10,3530,300,1993,47.7641,-122.023,2920
5152100060,20140529T000000,472000,6,2.5,4410,14034,1,4,9,2350,2060,1965,47.3376,-122.324,2600
3584000310,20141208T000000,225000,3,1.75,1430,8505,1,4,7,1430,0,1968,47.3173,-122.319,1190
8150100045,20141001T000000,210000,2,1,830,6000,1,3,6,830,0,1940,47.5308,-122.376,830
1868901275,20150127T000000,455000,2,1,1430,5000,1.5,2,7,1430,0,1925,47.6727,-122.299,1450
6131600075,20150427T000000,225000,3,1,1300,8316,1,4,6,1300,0,1954,47.3221,-122.216,1260
9468200125,20140826T000000,480000,2,1,1030,3060,1,4,7,790,240,1918,47.6779,-122.353,1390
8029510030,20150212T000000,363000,3,2.5,2740,11872,2,3,9,2740,0,1990,47.3076,-122.395,2570
2025069065,20140929T000000,2.40E+06,4,2.5,3650,8354,1,3,9,1830,1820,2000,47.6338,-122.072,3120
7899800890,20150226T000000,181000,2,1.5,720,5120,1,3,6,720,0,1954,47.5218,-122.357,1150
3021059276,20150314T000000,250000,4,2,2010,7312,1,4,7,2010,0,1976,47.2785,-122.213,2010
3797001895,20150422T000000,481000,3,1.75,1560,3000,1,4,6,770,790,1918,47.6846,-122.345,1390
3832710960,20140923T000000,260000,3,2,1810,7209,1,4,7,1240,570,1978,47.3656,-122.278,1750
1310430400,20140513T000000,455000,4,2.5,3360,7685,2,3,9,3360,0,2001,47.4369,-122.111,3060
1422300030,20150401T000000,415000,3,2.25,1510,36224,2,3,8,1510,0,1991,47.4616,-121.711,1730
1105000588,20150421T000000,349500,3,1,1400,3538,1,3,7,800,600,1953,47.5405,-122.27,1620
3830630060,20140929T000000,245000,3,2.5,1730,7442,2,3,7,1730,0,1987,47.3507,-122.178,1630
5101404898,20140519T000000,592500,2,2,1420,9191,1.5,5,7,1420,0,1928,47.6979,-122.32,1420
7972601890,20141020T000000,385000,4,1.75,2360,7620,1,4,7,1180,1180,1955,47.5278,-122.345,1910
5127001620,20150211T000000,315000,3,1.75,1580,11455,1,4,7,1200,380,1974,47.4756,-122.147,1550
